SA22021_V1_00,SA22021_V1_00_NAME,SA22021_V1_00_NAME_ASCII,LAND_AREA_SQ_KM,AREA_SQ_KM
303200,Templemore,Templemore,1.426766169,1.426766169
303300,Easby Park,Easby Park,1.128718249,1.128718249
303400,Fairose,Fairose,1.421135514,1.421135514
303500,Aniseed Valley,Aniseed Valley,57.20770596,57.20770596
303600,Nelson Rural,Nelson Rural,366.3887878,366.3887878
303800,Marybank,Marybank,1.008876796,1.008876796
303900,Port Nelson,Port Nelson,0.977670278,0.977670278
304000,Nelson Airport,Nelson Airport,2.956120086,2.956120086
304100,Tāhunanui,Tahunanui,1.613965372,1.613965372
304200,Britannia,Britannia,0.840286627,0.840286627
304300,Atawhai,Atawhai,4.536163713,4.536163713
304400,Broadgreen-Monaco,Broadgreen-Monaco,1.135174125,1.135174125
304500,Washington,Washington,1.124963229,1.124963229
304600,Tahuna Hills,Tahuna Hills,2.676596297,2.676596297
304700,Nelson Central-Trafalgar,Nelson Central-Trafalgar,1.245603054,1.245603054
304800,The Wood,The Wood,1.161618351,1.161618351
304900,Toi Toi,Toi Toi,1.307969115,1.307969115
305000,Nayland,Nayland,0.840104594,0.840104594
305100,Aldinga,Aldinga,1.111101601,1.111101601
305200,Victory,Victory,0.630071824,0.630071824
305300,Rutherford,Rutherford,1.213024764,1.213024764
305400,Maitlands,Maitlands,0.768791301,0.768791301
305500,Maitai,Maitai,0.932154446,0.932154446
305600,Grampians,Grampians,2.951769751,2.951769751
305700,Saxton,Saxton,3.86296489,3.86296489
305800,Suffolk,Suffolk,2.001261429,2.001261429
305900,Omaio,Omaio,5.472273832,5.472273832
306000,Enner Glynn,Enner Glynn,7.056429482,7.056429482
306100,Daelyn,Daelyn,1.472872606,1.472872606
306200,The Brook,The Brook,6.906985264,6.906985264
306300,Marlborough Sounds West,Marlborough Sounds West,1553.949233,1553.949233
306500,Marlborough Sounds East,Marlborough Sounds East,1043.564642,1043.564642
306600,Upper Wairau,Upper Wairau,4177.497159,4177.497159
306700,Waikawa (Marlborough District),Waikawa (Marlborough District),3.853215137,3.853215137
306800,Waitohi (Marlborough District),Waitohi (Marlborough District),5.311353711,5.311353711
306900,Tuamarina,Tuamarina,167.8368253,167.8368253
307000,Awatere,Awatere,3273.478254,3286.269935
307100,Renwick,Renwick,2.319642766,2.319642766
307200,Lower Wairau,Lower Wairau,116.6655091,116.6655091
307300,Woodbourne,Woodbourne,80.14884838,80.14884838
307400,Spring Creek-Grovetown,Spring Creek-Grovetown,9.691948132,9.691948132
307500,Springlands,Springlands,1.773435192,1.773435192
307600,Yelverton,Yelverton,2.414811157,2.414811157
307700,Mayfield,Mayfield,1.459932484,1.459932484
307800,Whitney West,Whitney West,1.90263696,1.90263696
307900,Blenheim Central,Blenheim Central,1.552723337,1.552723337
308000,Riversdale-Islington,Riversdale-Islington,1.095721371,1.095721371
308100,Whitney East,Whitney East,1.057416466,1.057416466
308200,Redwoodtown West,Redwoodtown West,1.062786867,1.062786867
308300,Witherlea West,Witherlea West,2.436854062,2.436854062
308400,Redwoodtown East,Redwoodtown East,1.074123156,1.074123156
308500,Riverlands,Riverlands,6.277119688,6.277119688
308600,Witherlea East,Witherlea East,1.373885847,1.373885847
308800,Kaikōura Ranges,Kaikoura Ranges,2037.529448,2037.529448
308900,Kaikōura,Kaikoura,9.28272907,9.28272907
309000,Karamea,Karamea,3129.17613,3129.17613
309200,Westport North,Westport North,8.657101597,8.657101597
309300,Westport Rural,Westport Rural,90.06425588,90.06425588
309400,Westport South,Westport South,2.873924821,2.873924821
309500,Buller Coalfields,Buller Coalfields,498.5214858,498.5214858
309600,Charleston (Buller District),Charleston (Buller District),1015.472277,1015.472277
309700,Inangahua,Inangahua,3195.935724,3195.935724
309800,Reefton,Reefton,2.626417083,2.626417083
309900,Barrytown,Barrytown,733.5901846,733.5901846
310000,Runanga,Runanga,4.505154201,4.505154201
310100,Cobden,Cobden,3.675646517,4.048262029
310200,Blaketown,Blaketown,0.74298173,0.74298173
310300,Greymouth Central,Greymouth Central,2.728694106,2.728694106
310400,King Park,King Park,0.842439505,0.842439505
310500,Marsden,Marsden,1.238884203,1.238884203
310600,Karoro,Karoro,6.502848221,6.502848221
310700,Rutherglen-Camerons,Rutherglen-Camerons,12.10490253,12.10490253
310800,Greymouth Rural,Greymouth Rural,339.9777281,339.9777281
310900,Dobson,Dobson,169.576938,169.576938
311000,Nelson Creek,Nelson Creek,897.8370775,897.8370775
311100,Lake Brunner,Lake Brunner,1301.12302,1341.895108
311200,Haast,Haast,4099.090439,4105.524904
311300,Westland Glaciers-Bruce Bay,Westland Glaciers-Bruce Bay,3057.413682,3071.066305
311400,Arahura-Kumara,Arahura-Kumara,262.565716,262.565716
311500,Hokitika,Hokitika,3.905503276,3.905503276
311700,Hokitika Rural,Hokitika Rural,154.1349647,154.1349647
311800,Waitaha,Waitaha,1499.989237,1499.989237
311900,Whataroa-Harihari,Whataroa-Harihari,1136.246018,1136.246018
312000,Hokitika Valley-Otira,Hokitika Valley-Otira,1614.480545,1629.295978
312100,Hanmer Range,Hanmer Range,3608.893024,3622.430756
312200,Amuri,Amuri,1835.625645,1835.625645
312300,Hanmer Springs,Hanmer Springs,4.233378417,4.233378417
312400,Upper Hurunui,Upper Hurunui,1004.959578,1004.959578
312500,Parnassus,Parnassus,994.5757504,994.5757504
312600,Ashley Forest,Ashley Forest,340.5743396,340.5743396
312700,Omihi,Omihi,717.8950925,717.8950925
312800,Balcairn,Balcairn,130.5736183,130.5736183
312900,Amberley,Amberley,3.629436405,3.629436405
313000,Okuku,Okuku,834.6829495,834.6829495
313100,Ashley Gorge,Ashley Gorge,336.4142785,336.4142785
313200,Oxford,Oxford,11.81747088,11.81747088
313300,Starvation Hill-Cust,Starvation Hill-Cust,181.6486045,181.6486045
313400,Loburn,Loburn,89.42703785,89.42703785
313500,Eyrewell,Eyrewell,272.1076178,272.1076178
313600,West Eyreton,West Eyreton,114.887336,114.887336
313700,Ashley-Sefton,Ashley-Sefton,86.90622893,86.90622893
313800,Fernside,Fernside,41.47828184,41.47828184
313900,Rangiora North West,Rangiora North West,1.994948346,1.994948346
314000,Kingsbury,Kingsbury,2.581058487,2.581058487
314100,Ashgrove,Ashgrove,0.667393524,0.667393524
314200,Rangiora North East,Rangiora North East,2.020025281,2.020025281
314300,Oxford Estate,Oxford Estate,0.523550563,0.523550563
314400,Rangiora Central,Rangiora Central,0.36703647,0.36703647
314500,Rangiora South West,Rangiora South West,0.856402385,0.856402385
314600,Lilybrook,Lilybrook,1.263245258,1.263245258
314700,Waikuku,Waikuku,28.73934601,28.73934601
314800,Mandeville-Ohoka,Mandeville-Ohoka,40.40061502,40.40061502
314900,Rangiora South East,Rangiora South East,2.667764184,2.667764184
315000,Southbrook,Southbrook,2.310194558,2.310194558
315100,Swannanoa-Eyreton,Swannanoa-Eyreton,61.77213059,61.77213059
315200,Tuahiwi,Tuahiwi,22.70500854,22.70500854
315300,Woodend,Woodend,3.486723891,3.486723891
315400,Pegasus,Pegasus,6.336797287,6.336797287
315500,Clarkville,Clarkville,30.14435141,30.14435141
315600,Pegasus Bay,Pegasus Bay,24.56694311,24.56694311
315700,Kaiapoi North West,Kaiapoi North West,3.515396245,3.515396245
315800,Silverstream (Waimakariri District),Silverstream (Waimakariri District),0.99756607,0.99756607
315900,Sovereign Palms,Sovereign Palms,1.915316024,1.915316024
316000,Kaiapoi West,Kaiapoi West,0.510216743,0.510216743
316100,Kaiapoi Central,Kaiapoi Central,1.51272036,1.51272036
316200,Kaiapoi South,Kaiapoi South,0.87614955,0.87614955
316300,Kaiapoi East,Kaiapoi East,5.027639817,5.027639817
316400,McLeans Island,McLeans Island,73.94444658,73.94444658
316500,Paparua,Paparua,23.3416242,23.3416242
316600,Yaldhurst,Yaldhurst,12.10661903,12.10661903
316700,Christchurch Airport,Christchurch Airport,11.44492913,11.44492913
316800,Clearwater,Clearwater,5.717749614,5.717749614
316900,Belfast West,Belfast West,3.098069714,3.098069714
317000,Harewood,Harewood,3.792366857,3.792366857
317100,Brooklands-Spencerville,Brooklands-Spencerville,7.24724008,7.24724008
317200,Styx,Styx,32.71289834,32.71289834
317300,Belfast East,Belfast East,2.883498305,2.883498305
317400,Northwood,Northwood,1.452388029,1.452388029
317500,Russley,Russley,1.867776901,1.867776901
317600,Regents Park,Regents Park,1.453761203,1.453761203
317700,Hawthornden,Hawthornden,1.892455471,1.892455471
317800,Bishopdale North,Bishopdale North,1.368460732,1.368460732
317900,Casebrook,Casebrook,1.832333445,1.832333445
318000,Bishopdale West,Bishopdale West,1.130606155,1.130606155
318100,Templeton,Templeton,0.898557151,0.898557151
318200,Islington,Islington,1.779022682,1.779022682
318300,Burnside Park,Burnside Park,1.338830705,1.338830705
318400,Marshland,Marshland,10.10519101,10.10519101
318500,Avonhead North,Avonhead North,0.63463918,0.63463918
318600,Redwood North,Redwood North,1.092526565,1.092526565
318700,Broomfield,Broomfield,0.998646859,0.998646859
318800,Redwood West,Redwood West,0.815814409,0.815814409
318900,Avonhead West,Avonhead West,0.613976948,0.613976948
319000,Bishopdale South,Bishopdale South,0.704515965,0.704515965
319100,Islington-Hornby Industrial,Islington-Hornby Industrial,7.163666868,7.163666868
319200,Burnside,Burnside,1.361967878,1.361967878
319300,Hei Hei,Hei Hei,1.24267717,1.24267717
319400,Papanui North,Papanui North,0.599396053,0.599396053
319500,Avonhead East,Avonhead East,0.835191798,0.835191798
319600,Redwood East,Redwood East,1.269538739,1.269538739
319700,Avonhead South,Avonhead South,1.025403876,1.025403876
319800,Riccarton Racecourse,Riccarton Racecourse,1.694915269,1.694915269
319900,Bryndwr North,Bryndwr North,1.090701411,1.090701411
320000,Northlands (Christchurch City),Northlands (Christchurch City),0.62844126,0.62844126
320100,Papanui West,Papanui West,1.001676524,1.001676524
320200,Ilam North,Ilam North,1.231782051,1.231782051
320300,Hornby West,Hornby West,0.744857541,0.744857541
320400,Hornby Central,Hornby Central,2.270236329,2.270236329
320500,Northcote (Christchurch City),Northcote (Christchurch City),1.676237113,1.676237113
320600,Jellie Park,Jellie Park,1.311252948,1.311252948
320700,Ilam South,Ilam South,0.911774674,0.911774674
320800,Bryndwr South,Bryndwr South,0.905746731,0.905746731
320900,Papanui East,Papanui East,0.828959989,0.828959989
321000,Sockburn North,Sockburn North,1.239718061,1.239718061
321100,Hornby South,Hornby South,1.365816008,1.365816008
321200,Ilam University,Ilam University,1.227166552,1.227166552
321300,Prestons,Prestons,3.983075894,3.983075894
321400,Strowan,Strowan,1.435069111,1.435069111
321500,Fendalton,Fendalton,0.921875759,0.921875759
321600,Waitikiri,Waitikiri,1.850822403,1.850822403
321700,Mairehau North,Mairehau North,2.216647494,2.216647494
321800,Bush Inn,Bush Inn,0.839238516,0.839238516
321900,Awatea North,Awatea North,1.019991182,1.019991182
322000,Upper Riccarton,Upper Riccarton,0.520848366,0.520848366
322100,Malvern,Malvern,0.990039656,0.990039656
322200,Rutland,Rutland,0.986575077,0.986575077
322300,Sockburn South,Sockburn South,2.486749949,2.486749949
322400,Deans Bush,Deans Bush,1.251767017,1.251767017
322500,Wigram North,Wigram North,0.767758188,0.767758188
322600,Holmwood,Holmwood,1.129509372,1.129509372
322700,Wharenui,Wharenui,0.838955601,0.838955601
322800,Wigram West,Wigram West,0.458813824,0.458813824
322900,Awatea South,Awatea South,1.511520377,1.511520377
323000,Merivale,Merivale,1.105303636,1.105303636
323100,Mairehau South,Mairehau South,1.386281771,1.386281771
323200,Mona Vale,Mona Vale,0.547746803,0.547746803
323300,Riccarton West,Riccarton West,0.623190432,0.623190432
323400,Shirley West,Shirley West,1.63080288,1.63080288
323500,Middleton,Middleton,1.901271175,1.901271175
323600,Wigram South,Wigram South,0.399071361,0.399071361
323700,Queenspark,Queenspark,1.12074483,1.12074483
323800,St Albans North,St Albans North,0.637290034,0.637290034
323900,St Albans West,St Albans West,0.681311767,0.681311767
324000,Travis Wetlands,Travis Wetlands,2.549341096,2.549341096
324100,Wigram East,Wigram East,0.311444014,0.311444014
324200,Riccarton Central,Riccarton Central,0.398348217,0.398348217
324300,Oaklands West,Oaklands West,1.700465776,1.700465776
324400,Riccarton South,Riccarton South,0.544754546,0.544754546
324500,Halswell West,Halswell West,6.366319036,6.366319036
324600,Shirley East,Shirley East,1.69660977,1.69660977
324700,Broken Run,Broken Run,0.422429485,0.422429485
324800,St Albans East,St Albans East,0.675502856,0.675502856
324900,Hagley Park,Hagley Park,2.190631801,2.190631801
325000,Hillmorton,Hillmorton,2.91663437,2.91663437
325100,Parklands,Parklands,1.803349276,1.803349276
325200,Riccarton East,Riccarton East,0.208116477,0.208116477
325300,Edgeware,Edgeware,1.014269585,1.014269585
325400,Aidanfield,Aidanfield,1.681804774,1.681804774
325500,Tower Junction,Tower Junction,1.072871629,1.072871629
325600,Burwood,Burwood,1.209799271,1.209799271
325700,Christchurch Central-West,Christchurch Central-West,0.692614846,0.692614846
325800,Christchurch Central-North,Christchurch Central-North,0.777838388,0.777838388
325900,Richmond North (Christchurch City),Richmond North (Christchurch City),1.16633834,1.16633834
326000,Waimairi Beach,Waimairi Beach,0.581274094,0.581274094
326100,Addington West,Addington West,0.558135094,0.558135094
326200,Ōtakaro-Avon River Corridor,Otakaro-Avon River Corridor,6.132081341,6.132081341
326300,Oaklands East,Oaklands East,1.300634181,1.300634181
326400,Addington North,Addington North,0.434314064,0.434314064
326500,Dallington,Dallington,0.841201366,0.841201366
326600,Christchurch Central,Christchurch Central,0.713928662,0.713928662
326700,Hoon Hay West,Hoon Hay West,1.075231369,1.075231369
326800,Richmond South (Christchurch City),Richmond South (Christchurch City),0.802851451,0.802851451
326900,Spreydon West,Spreydon West,1.026987285,1.026987285
327000,Christchurch Central-East,Christchurch Central-East,0.713404909,0.713404909
327100,Christchurch Central-South,Christchurch Central-South,1.250479027,1.250479027
327200,North Beach,North Beach,1.989041548,1.989041548
327300,Halswell North,Halswell North,2.608583515,2.608583515
327400,Addington East,Addington East,0.56803046,0.56803046
327500,Avondale (Christchurch City),Avondale (Christchurch City),1.260931048,1.260931048
327600,Spreydon North,Spreydon North,1.213792904,1.213792904
327700,Hoon Hay East,Hoon Hay East,1.822887117,1.822887117
327800,Avonside,Avonside,0.810306039,0.810306039
327900,Linwood West,Linwood West,1.077649073,1.077649073
328000,Halswell South,Halswell South,1.78091519,1.78091519
328100,Sydenham Central,Sydenham Central,1.212756938,1.212756938
328200,Spreydon South,Spreydon South,0.723901108,0.723901108
328300,Rawhiti,Rawhiti,1.935406144,1.935406144
328400,Wainoni,Wainoni,1.503912768,1.503912768
328500,Linwood North,Linwood North,0.857582567,0.857582567
328600,Aranui,Aranui,1.4164131,1.4164131
328700,Sydenham West,Sydenham West,0.48794338,0.48794338
328800,Lancaster Park,Lancaster Park,1.115583691,1.115583691
328900,Phillipstown,Phillipstown,0.933435295,0.933435295
329000,Kennedys Bush,Kennedys Bush,12.00589282,12.00589282
329100,Somerfield East,Somerfield East,1.229171858,1.229171858
329200,Somerfield West,Somerfield West,1.181181075,1.181181075
329300,Linwood East,Linwood East,0.912024531,0.912024531
329400,Sydenham North,Sydenham North,0.483740121,0.483740121
329500,Hoon Hay South,Hoon Hay South,0.795594316,0.795594316
329600,Charleston (Christchurch City),Charleston (Christchurch City),0.360940174,0.360940174
329700,Sydenham South,Sydenham South,0.554249926,0.554249926
329800,Bexley,Bexley,0.898808603,0.898808603
329900,Waltham,Waltham,0.587108778,0.587108778
330000,Westmorland,Westmorland,5.557599952,5.557599952
330100,Woolston North,Woolston North,1.295476081,1.295476081
330200,New Brighton,New Brighton,1.761011443,1.761011443
330300,Cashmere West,Cashmere West,2.381178063,2.381178063
330400,Bromley South,Bromley South,1.239835841,1.239835841
330500,Ensors,Ensors,0.873644248,0.873644248
330600,Beckenham,Beckenham,0.876594339,0.876594339
330700,Bromley North,Bromley North,6.231946944,6.231946944
330800,St Martins,St Martins,1.045675114,1.045675114
330900,Opawa,Opawa,0.814024117,0.814024117
331000,Woolston West,Woolston West,0.51495309,0.51495309
331100,Woolston East,Woolston East,1.2754992,1.2754992
331200,Huntsbury,Huntsbury,1.365192466,1.365192466
331300,Cashmere East,Cashmere East,2.33093319,2.33093319
331400,Hillsborough (Christchurch City),Hillsborough (Christchurch City),1.643995224,1.643995224
331500,Woolston South,Woolston South,2.404018187,2.404018187
331600,Port Hills,Port Hills,44.48022505,44.48022505
331700,South New Brighton,South New Brighton,2.767091875,2.767091875
331800,Brookhaven-Ferrymead,Brookhaven-Ferrymead,2.672540545,2.672540545
331900,Heathcote Valley,Heathcote Valley,4.180729369,4.180729369
332000,Mount Pleasant,Mount Pleasant,2.473125001,2.473125001
332100,Redcliffs,Redcliffs,1.847228333,1.847228333
332200,Governors Bay,Governors Bay,3.219759593,3.219759593
332400,Clifton Hill,Clifton Hill,2.561979198,2.561979198
332500,Lyttelton,Lyttelton,4.454905083,4.454905083
332700,Sumner,Sumner,2.639931706,2.639931706
332800,Teddington,Teddington,46.154694,46.154694
332900,Diamond Harbour,Diamond Harbour,4.065221119,4.065221119
333000,Inland water Lake Ellesmere/Te Waihora South,Inland water Lake Ellesmere/Te Waihora South,0,63.30783375
333100,Banks Peninsula South,Banks Peninsula South,371.6109812,377.8629128
333200,Eastern Bays-Banks Peninsula,Eastern Bays-Banks Peninsula,368.2433105,368.2433105
333300,Akaroa Harbour,Akaroa Harbour,162.1281907,162.1281907
333500,Akaroa,Akaroa,2.029935231,2.029935231
333600,Craigieburn,Craigieburn,3407.525787,3444.257146
333700,Torlesse,Torlesse,414.2118378,414.2118378
333800,Glenroy-Hororata,Glenroy-Hororata,644.2559634,644.2559634
333900,Glentunnel,Glentunnel,159.6714421,159.6714421
334000,Darfield,Darfield,15.1433417,15.1433417
334100,Kirwee,Kirwee,97.1889994,97.1889994
334200,Bankside,Bankside,359.5631238,359.5631238
334300,Charing Cross,Charing Cross,168.6782957,168.6782957
334400,Halkett,Halkett,86.01209235,86.01209235
334500,Newtons Road,Newtons Road,153.1387123,153.1387123
334600,West Melton,West Melton,5.31942056,5.31942056
334700,Burnham Camp,Burnham Camp,1.493942073,1.493942073
334800,Rolleston Izone,Rolleston Izone,2.433149158,2.433149158
334900,Rolleston North West,Rolleston North West,1.506582486,1.506582486
335000,Springston,Springston,119.1176115,119.1176115
335100,Rolleston Central,Rolleston Central,1.601154165,1.601154165
335200,Rolleston North East,Rolleston North East,2.855811586,2.855811586
335300,Rolleston South West,Rolleston South West,3.594822579,3.594822579
335400,Southbridge,Southbridge,361.5614081,361.5614081
335500,Rolleston South East,Rolleston South East,10.08410811,10.08410811
335600,Trents,Trents,49.95549651,49.95549651
335700,Prebbleton,Prebbleton,5.099158576,5.099158576
335800,Irwell,Irwell,128.1506258,128.1506258
335900,Ladbrooks,Ladbrooks,50.02564555,50.02564555
336000,Lincoln West,Lincoln West,4.071032546,4.071032546
336100,Lincoln East,Lincoln East,4.984310685,4.984310685
336200,Leeston,Leeston,2.436670398,2.436670398
336300,Tai Tapu,Tai Tapu,56.80109886,56.80109886
336400,Motukarara,Motukarara,64.66622806,64.66622806
336500,Inland water Lake Ellesmere/Te Waihora North,Inland water Lake Ellesmere/Te Waihora North,0,135.0072555
336600,Ashburton Lakes,Ashburton Lakes,2995.124339,3002.090523
336700,Cairnbrae,Cairnbrae,542.134331,542.134331
336800,Ashburton Forks,Ashburton Forks,859.0612301,859.0612301
336900,Methven,Methven,4.18281964,4.18281964
337000,Ealing-Lowcliffe,Ealing-Lowcliffe,413.1883793,413.1883793
337100,Eiffelton,Eiffelton,434.1772238,435.0392056
337200,Chertsey,Chertsey,572.5153492,572.5153492
337300,Winchmore-Wakanui,Winchmore-Wakanui,312.0675267,312.0675267
337400,Allenton North,Allenton North,2.096464244,2.096464244
337500,Allenton South,Allenton South,2.926674531,2.926674531
337600,Rakaia,Rakaia,11.30140458,11.30140458
337700,Ashburton North,Ashburton North,20.65036604,20.65036604
337800,Allenton East,Allenton East,1.235896295,1.235896295
337900,Tinwald North,Tinwald North,1.90350155,1.90350155
338000,Ashburton Central,Ashburton Central,2.562903709,2.562903709
338100,Ashburton West,Ashburton West,0.452519439,0.452519439
338200,Tinwald South,Tinwald South,2.793070532,2.793070532
338300,Ashburton East,Ashburton East,0.778672093,0.778672093
338400,Netherby,Netherby,1.093013885,1.093013885
338500,Hampstead,Hampstead,1.441019492,1.441019492
338600,Ben McLeod,Ben McLeod,842.3412009,842.3412009
338700,Arundel,Arundel,629.2082092,629.2082092
338800,Levels Valley,Levels Valley,386.3793194,386.3793194
338900,Geraldine,Geraldine,3.124289159,3.124289159
339000,Rangitata,Rangitata,171.9359146,171.9359146
339100,Waitohi (Timaru District),Waitohi (Timaru District),371.7698593,371.7698593
339200,Pleasant Point,Pleasant Point,5.20894214,5.20894214
339300,Temuka West,Temuka West,4.071698446,4.071698446
339400,Hadlow,Hadlow,93.74147852,93.74147852
339500,Levels,Levels,87.98954886,87.98954886
339600,Temuka East,Temuka East,4.282670326,4.282670326
339700,Gleniti North,Gleniti North,5.458400102,5.458400102
339800,Washdyke,Washdyke,10.6573964,10.6573964
339900,Fairview,Fairview,98.3697486,98.3697486
340000,Gleniti South,Gleniti South,1.736924117,1.736924117
340100,Glenwood,Glenwood,1.049579516,1.049579516
340200,Marchwiel West,Marchwiel West,0.840494842,0.840494842
340300,Marchwiel East,Marchwiel East,0.931019099,0.931019099
340400,Highfield North,Highfield North,1.411081897,1.411081897
340500,Highfield South,Highfield South,0.950304437,0.950304437
340600,Waimataitai-Maori Hill,Waimataitai-Maori Hill,1.497771287,1.497771287
340700,Fraser Park,Fraser Park,1.215570963,1.215570963
340800,Seaview,Seaview,0.734941545,0.734941545
341000,Watlington,Watlington,1.207199337,1.207199337
341100,Timaru Central,Timaru Central,0.824029868,0.824029868
341200,Timaru East,Timaru East,3.596121476,3.596121476
341300,Parkside,Parkside,1.147200201,1.147200201
341400,Kensington (Timaru District),Kensington (Timaru District),0.725512265,0.725512265
341500,Mackenzie Lakes,Mackenzie Lakes,5134.347894,5169.30348
341600,Inland water Lake Pukaki,Inland water Lake Pukaki,0,172.8243659
341700,Inland water Lake Tekapo,Inland water Lake Tekapo,0,93.97497411
341800,Twizel,Twizel,21.07704589,23.1038222
341900,Opua (Mackenzie District),Opua (Mackenzie District),1978.382029,1978.382029
342000,Fairlie,Fairlie,4.953295111,4.953295111
342100,Hakataramea,Hakataramea,2059.60312,2088.276232
342200,Maungati,Maungati,695.9453528,695.9453528
342300,Lyalldale,Lyalldale,109.5397092,109.5397092
342400,Makikihi-Willowbridge,Makikihi-Willowbridge,295.0338697,295.0338697
342500,Waimate North,Waimate North,4.465978418,4.465978418
342600,Morven-Glenavy-Ikawai,Morven-Glenavy-Ikawai,386.3163246,386.3163246
342700,Waimate West,Waimate West,0.937308473,0.937308473
342800,Waimate East,Waimate East,2.604807689,2.604807689
343000,Chatham Islands,Chatham Islands,793.8724396,808.2629981
343100,Aviemore,Aviemore,3483.681937,3532.645341
343200,Inland water Lake Ōhau,Inland water Lake Ohau,0,59.58428134
343300,Danseys Pass,Danseys Pass,711.4933378,711.4933378
343400,Ngapara,Ngapara,1134.564346,1134.564346
343500,Lower Waitaki,Lower Waitaki,172.9346295,172.9346295
343600,Waihemo,Waihemo,1312.374362,1312.374362
343700,Maheno,Maheno,262.4511207,262.4511207
343800,Weston,Weston,3.306364786,3.306364786
343900,Oamaru North Milner Park,Oamaru North Milner Park,7.135082408,7.135082408
344000,Oamaru North Orana Park,Oamaru North Orana Park,2.760648548,2.760648548
344100,Oamaru Gardens,Oamaru Gardens,1.424588203,1.424588203
344200,Glen Warren,Glen Warren,1.800905881,1.800905881
344300,Holmes Hill,Holmes Hill,2.619408513,2.619408513
344400,Oamaru Central,Oamaru Central,0.964387255,0.964387255
344500,South Hill,South Hill,1.448297224,1.448297224
344700,Palmerston,Palmerston,8.772256086,8.772256086
344800,Lindis-Nevis Valleys,Lindis-Nevis Valleys,2884.619323,2904.774721
344900,Cromwell West,Cromwell West,12.03515556,12.03515556
345000,Cromwell East,Cromwell East,3.594393711,3.594393711
345100,Manuherikia-Ida Valleys,Manuherikia-Ida Valleys,2511.464496,2511.464496
345200,Earnscleugh,Earnscleugh,391.8526284,394.2556006
345300,Dunstan-Galloway,Dunstan-Galloway,444.4645013,444.4645013
345400,Clyde,Clyde,2.081531478,2.081531478
345500,Alexandra North,Alexandra North,4.607475619,4.607475619
345600,Alexandra South,Alexandra South,5.152927384,5.152927384
345700,Maniototo,Maniototo,2370.969994,2370.969994
345800,Teviot Valley,Teviot Valley,1302.499345,1314.976062
345900,Outer Wanaka,Outer Wanaka,3176.069502,3176.069502
346000,Glenorchy,Glenorchy,1464.371566,1464.371566
346100,Inland water Lake Wānaka,Inland water Lake Wanaka,0,201.0042201
346200,Outer Wakatipu,Outer Wakatipu,1880.049687,1880.049687
346300,Inland water Lake Hawea,Inland water Lake Hawea,0,157.0328823
346400,Cardrona,Cardrona,857.8596439,857.8596439
346500,Inland water Lake Wakatipu,Inland water Lake Wakatipu,0,294.5826578
346600,Wanaka Waterfront,Wanaka Waterfront,3.893070946,3.893070946
346700,Wanaka North,Wanaka North,7.767248962,7.767248962
346800,Wanaka West,Wanaka West,4.43131759,4.43131759
346900,Albert Town,Albert Town,4.95955723,4.95955723
347000,Wanaka Central,Wanaka Central,7.560590717,7.560590717
347100,Lake Hawea,Lake Hawea,2.391222799,2.391222799
347200,Upper Clutha Valley,Upper Clutha Valley,161.0715314,161.0715314
347300,Kingston,Kingston,1012.535944,1012.535944
347400,Arthurs Point,Arthurs Point,5.523264314,5.523264314
347500,Wakatipu Basin,Wakatipu Basin,59.77556441,59.77556441
347600,Queenstown Hill,Queenstown Hill,15.40030704,15.40030704
347700,Warren Park,Warren Park,0.936462298,0.936462298
347800,Sunshine Bay-Fernhill,Sunshine Bay-Fernhill,1.311884425,1.311884425
347900,Arrowtown,Arrowtown,2.362261053,2.362261053
348000,Quail Rise,Quail Rise,6.268982126,6.268982126
348100,Queenstown Central,Queenstown Central,0.805168026,0.805168026
348200,Queenstown East,Queenstown East,0.975813302,0.975813302
348300,Frankton Arm,Frankton Arm,1.201938243,1.201938243
348400,Frankton,Frankton,7.56049953,7.56049953
348500,Lake Hayes,Lake Hayes,5.922873135,8.762196014
348600,Kelvin Heights,Kelvin Heights,9.275711971,9.275711971
348700,Shotover Country,Shotover Country,3.039316906,3.039316906
348800,Lake Hayes Estate,Lake Hayes Estate,1.933545942,1.933545942
348900,Jacks Point,Jacks Point,14.47995061,14.47995061
349000,Strath Taieri,Strath Taieri,2115.022728,2115.022728
349100,Bucklands Crossing,Bucklands Crossing,421.9562942,421.9562942
349200,Waikouaiti,Waikouaiti,7.328302628,7.328302628
349300,Momona,Momona,217.6056052,217.6056052
349400,Taieri,Taieri,150.3581339,150.3581339
349600,Mount Cargill,Mount Cargill,129.7373527,129.7373527
349700,Bush Road,Bush Road,0.876442497,0.876442497
349800,Mosgiel East,Mosgiel East,3.343935703,3.343935703
349900,Mosgiel Central,Mosgiel Central,1.237745497,1.237745497
350000,Seddon Park,Seddon Park,1.559417222,1.559417222
350100,Wingatui,Wingatui,6.822439736,6.822439736
350200,Saddle Hill-Chain Hills,Saddle Hill-Chain Hills,47.3657297,47.3657297
350300,East Taieri,East Taieri,3.126295291,3.126295291
350400,Halfway Bush,Halfway Bush,1.704814549,1.704814549
350500,Helensburgh,Helensburgh,1.461313197,1.461313197
350600,Glenleith,Glenleith,2.123656399,2.123656399
350700,Fairfield (Dunedin City),Fairfield (Dunedin City),3.956238939,3.956238939
350900,Brockville,Brockville,1.47132983,1.47132983
351000,Wakari,Wakari,2.206305563,2.206305563
